,artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
374,,Logged In,Grant,M,11,Flores,,free,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Submit Upgrade,1538120859000.0,141,,307,1538373719000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
375,Eminem,Logged In,Ainsley,F,84,Farley,284.86485,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,The Real Slim Shady,200,1538373781000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
376,,Logged In,Ainsley,F,85,Farley,,free,"McAllen-Edinburg-Mission, TX",PUT,Thumbs Up,1538304455000.0,187,,307,1538373782000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
377,Damian Marley / Nas,Logged In,Faigy,F,31,Howe,317.30893,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Road To Zion,200,1538373873000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
378,,Logged In,Faigy,F,32,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Thumbs Down,1538211832000.0,248,,307,1538373874000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
379,Total Science,Logged In,Madison,F,23,Morales,425.89995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Flip Flop,200,1538373888000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
380,,Logged In,Grant,M,12,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",GET,Home,1538120859000.0,141,,200,1538373924000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
381,Nickelback,Logged In,Grant,M,13,Flores,262.81751,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,I'd Come For You (Album Version),200,1538373980000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
382,Faith Hill,Logged In,Ainsley,F,86,Farley,222.30159,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,There You'll Be (Album Version),200,1538374065000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
383,Kronos Quartet,Logged In,Faigy,F,33,Howe,191.32036,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Tabu (Taboo),200,1538374190000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
384,Venetian Snares,Logged In,Grant,M,14,Flores,71.70567,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Fuck Off,200,1538374242000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
385,Evanescence,Logged In,Ainsley,F,87,Farley,220.15955,free,"McAllen-Edinburg-Mission, TX",PUT,NextSong,1538304455000.0,187,Hello,200,1538374287000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
386,,Logged In,Ainsley,F,88,Farley,,free,"McAllen-Edinburg-Mission, TX",PUT,Thumbs Up,1538304455000.0,187,,307,1538374288000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36""",78
387,Fall Out Boy,Logged In,Madison,F,24,Morales,191.37261,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Grand Theft Autumn/Where Is Your Boy (Album Version),200,1538374313000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
388,The Red Crayola,Logged In,Grant,M,15,Flores,153.80853,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Transparent Radiation - Original,200,1538374313000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
389,Lil' Zane,Logged In,Faigy,F,34,Howe,225.27955,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,What's Up,200,1538374381000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
390,Tune Up! vs. Italobrothers,Logged In,Grant,M,16,Flores,319.73832,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Colours Of The Rainbow,200,1538374466000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
391,Ludovico Einaudi & BallakÃÂ© Sissoko,Logged In,Madison,F,25,Morales,348.29016,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Dessert Dans Le Desert,200,1538374504000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
392,Radiohead,Logged In,Faigy,F,35,Howe,247.06567,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Black Star,200,1538374606000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
393,Enya,Logged In,Grant,M,17,Flores,104.56771,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Deireadh An Tuath,200,1538374785000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
394,SOJA,Logged In,Madison,F,26,Morales,271.67302,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Decide You're Gone,200,1538374852000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
395,Grinderman,Logged In,Faigy,F,36,Howe,225.64526,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,(I Don't Need You To) Set Me Free (Edit),200,1538374853000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
396,Binary Star,Logged In,Grant,M,18,Flores,54.22975,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,The KGB (Intro),200,1538374889000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
397,Erasure,Logged In,Grant,M,19,Flores,246.46485,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Fingers And Thumbs (Cold Summer's Day) (Sound Factory Remix Radop Edit),200,1538374943000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
398,Silverio,Logged In,Faigy,F,37,Howe,236.66893,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,XXX,200,1538375078000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
399,The White Stripes,Logged In,Madison,F,27,Morales,232.61995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Seven Nation Army,200,1538375123000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
400,Yellowcard,Logged In,Grant,M,20,Flores,218.74893,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Breathing,200,1538375189000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
401,Usher featuring will.i.am,Logged In,Faigy,F,38,Howe,395.72853,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,OMG,200,1538375314000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
402,Eddie Floyd,Logged In,Madison,F,28,Morales,198.19057,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Guess Who,200,1538375355000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
403,Fudge Fingas,Logged In,Grant,M,21,Flores,405.96853,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Me & U,200,1538375407000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
404,,Logged In,Grant,M,22,Flores,,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,Thumbs Up,1538120859000.0,141,,307,1538375408000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
405,Madness,Logged In,Madison,F,29,Morales,168.59383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Baggy Trousers,200,1538375553000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
406,,Logged Out,,,0,,,free,,GET,Home,,267,,200,1538375694000,,
407,,Logged Out,,,1,,,free,,PUT,Login,,267,,307,1538375695000,,
408,The Get Up Kids,Logged In,Faigy,F,39,Howe,260.07465,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,I'll Catch You,200,1538375709000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
409,No Te Va Gustar,Logged In,Madison,F,30,Morales,274.12853,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Te Voy a Llevar,200,1538375721000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
410,,Logged In,Payton,F,2,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Home,1529027541000.0,267,,200,1538375748000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
411,HYPOCRISY,Logged In,Payton,F,3,Campbell,200.98567,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Orgy In Blood,200,1538375752000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
412,Shadows Fall,Logged In,Grant,M,23,Flores,303.62077,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,December (originally by Only Living Witness),200,1538375812000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
413,The Gathering,Logged In,Payton,F,4,Campbell,380.23791,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Rescue Me,200,1538375952000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
414,The Solsonics,Logged In,Faigy,F,40,Howe,263.8624,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Keep The Rhythm Strong,200,1538375969000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
415,,Logged In,Faigy,F,41,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Thumbs Up,1538211832000.0,248,,307,1538375970000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
416,Bon Jovi,Logged In,Madison,F,31,Morales,224.522,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,It's My Life,200,1538375995000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
417,The Police,Logged In,Grant,M,24,Flores,223.84281,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Invisible Sun,200,1538376115000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
418,the bird and the bee,Logged In,Madison,F,32,Morales,226.21995,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Polite Dance Song,200,1538376219000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
419,Junip,Logged In,Faigy,F,42,Howe,250.87955,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,The Ghost Of Tom Joad,200,1538376232000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
420,The Black Ghosts,Logged In,Payton,F,5,Campbell,225.77587,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Repetition Kills You,200,1538376332000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
421,The Libertines,Logged In,Grant,M,25,Flores,182.38649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Music When The Lights Go Out,200,1538376338000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
422,,Logged In,Payton,F,6,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Roll Advert,1529027541000.0,267,,200,1538376376000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
423,,Logged Out,,,0,,,free,,PUT,Login,,86,,307,1538376396000,,
424,,Logged In,Christian,M,1,Robinson,,free,"Quincy, IL-MO",GET,Home,1534942082000.0,86,,200,1538376435000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
425,Blood Red Shoes,Logged In,Madison,F,33,Morales,222.24934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,You Bring Me Down,200,1538376445000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
426,Aerosmith,Logged In,Faigy,F,43,Howe,319.73832,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Crazy,200,1538376482000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
427,Afroman,Logged In,Grant,M,26,Flores,202.37016,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Because I Got High,200,1538376520000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
428,Crotchduster,Logged In,Christian,M,2,Robinson,871.31383,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,Crotchopus,200,1538376540000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
429,CKY,Logged In,Payton,F,7,Campbell,197.04118,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Sniped,200,1538376557000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
430,From Autumn To Ashes,Logged In,Madison,F,34,Morales,258.42893,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Eulogy For An Angel,200,1538376667000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
431,Black Eyed Peas,Logged In,Grant,M,27,Flores,222.6673,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Third Eye,200,1538376722000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
432,Train,Logged In,Payton,F,8,Campbell,278.04689,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Ramble On,200,1538376754000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
433,Tokio Hotel,Logged In,Faigy,F,44,Howe,248.73751,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Spring nicht,200,1538376801000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
434,Ronan Hardiman,Logged In,Madison,F,35,Morales,171.36281,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Victory,200,1538376925000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
435,The Killers,Logged In,Grant,M,28,Flores,360.75057,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Human,200,1538376944000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
436,Esperanza Spalding,Logged In,Payton,F,9,Campbell,419.47383,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Two Bad,200,1538377032000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
437,Easy Star All-Stars,Logged In,Faigy,F,45,Howe,246.9873,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Brain Damage (featuring Dr. Israel),200,1538377049000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
438,,Logged In,Payton,F,10,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Roll Advert,1529027541000.0,267,,200,1538377079000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
439,Faithless Featuring Dido,Logged In,Madison,F,36,Morales,205.76608,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,One Step Too Far,200,1538377096000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
440,Zero 7,Logged In,Faigy,F,46,Howe,237.60934,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Swing,200,1538377295000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
441,,Logged In,Faigy,F,47,Howe,,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,Add to Playlist,1538211832000.0,248,,200,1538377300000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
442,3 Doors Down,Logged In,Madison,F,37,Morales,233.74322,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Kryptonite,200,1538377301000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
443,,Logged In,Madison,F,38,Morales,,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,Thumbs Up,1536287099000.0,222,,307,1538377302000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
444,Bruce Springsteen,Logged In,Grant,M,29,Flores,288.62649,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Thunder Road,200,1538377304000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
445,Mariah Carey / Jadakiss / Styles P,Logged In,Christian,M,3,Robinson,267.67628,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,We Belong Together,200,1538377411000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
446,Gene Chandler,Logged In,Payton,F,11,Campbell,153.33832,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Duke Of Earl,200,1538377451000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
447,,Logged Out,,,0,,,free,,GET,Home,,266,,200,1538377519000,,
448,,Logged Out,,,1,,,free,,PUT,Login,,266,,307,1538377520000,,
449,,Logged In,Teagan,F,2,Roberts,,free,"New Philadelphia-Dover, OH",GET,Home,1537634865000.0,266,,200,1538377521000,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,28
450,Papoose,Logged In,Teagan,F,3,Roberts,154.22649,free,"New Philadelphia-Dover, OH",PUT,NextSong,1537634865000.0,266,We Got Gunz,200,1538377521000,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,28
451,Eminem / Dr. Dre / 50 Cent,Logged In,Faigy,F,48,Howe,297.482,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Crack A Bottle,200,1538377532000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
452,Left Lane Cruiser,Logged In,Madison,F,39,Morales,246.56934,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,KFD,200,1538377534000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
453,Foo Fighters,Logged In,Grant,M,30,Flores,349.88363,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1538120859000.0,141,Exhausted,200,1538377592000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",142
454,Yeah Yeah Yeahs,Logged In,Payton,F,12,Campbell,220.96934,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Heads Will Roll,200,1538377604000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
455,Jami Smith,Logged In,Teagan,F,4,Roberts,386.79465,free,"New Philadelphia-Dover, OH",PUT,NextSong,1537634865000.0,266,Water Falls,200,1538377675000,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,28
456,The xx,Logged In,Christian,M,4,Robinson,188.55138,free,"Quincy, IL-MO",PUT,NextSong,1534942082000.0,86,Basic Space,200,1538377678000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36""",87
457,Metallica,Logged In,Madison,F,40,Morales,450.19383,paid,"Tampa-St. Petersburg-Clearwater, FL",PUT,NextSong,1536287099000.0,222,Ride The Lightning,200,1538377780000,"""Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36""",25
458,,Logged In,Payton,F,13,Campbell,,free,"Los Angeles-Long Beach-Anaheim, CA",GET,Roll Advert,1529027541000.0,267,,200,1538377780000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
459,Bullet For My Valentine,Logged In,Payton,F,14,Campbell,236.32934,free,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1529027541000.0,267,Cries In Vain,200,1538377824000,"""Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.103 Safari/537.36""",39
460,Elliott Smith,Logged In,Faigy,F,49,Howe,226.97751,paid,"Phoenix-Mesa-Scottsdale, AZ",PUT,NextSong,1538211832000.0,248,Pictures Of Me,200,1538377829000,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,95
